Categorical,20117,Alcohol drinker status,5.497783981745552e-15,0.7491270379149348
Categorical,1558,Alcohol intake frequency.,9.23336973071432e-12,1.0695092619734652
Categorical,1628,Alcohol intake versus 10 years previously,1.9637815850044947e-63,1.4467124914105765
Categorical,1369,Beef intake,3.7180503385392247e-20,1.182672428836589
Integer,1438,Bread intake,8.940906062971332e-55,1.0287756264942531
Categorical,1448,Bread type,5.320323734949794e-38,0.8105423683614889
Categorical,1408,Cheese intake,6.363402905188701e-44,0.8202596108118986
Integer,1289,Cooked vegetable intake,0.003925358956343732,1.025345738171757
Integer,1319,Dried fruit intake,0.002804685665848734,0.9742802276768573
Integer,1309,Fresh fruit intake,0.011633218027999619,0.9766076066216709
Categorical,1518,Hot drink temperature,1.5935386760563846e-07,1.152253346913668
Categorical,1379,Lamb/mutton intake,3.6605418246855353e-09,1.1347404538607575
Categorical,1538,Major dietary changes in the last 5 years,2.7564252931847324e-05,1.0795244064292777
Categorical,6144,"Never eat eggs, dairy, wheat, sugar",2.419442991725544e-25,0.7951090099483908
Categorical,1339,Non-oily fish intake,7.197988461223789e-06,1.090311475777696
Categorical,1329,Oily fish intake,7.518765092501168e-18,1.1474550170048143
Categorical,1389,Pork intake,3.402341175193179e-15,1.1784037809143177
Categorical,1359,Poultry intake,0.0069449188878524136,1.0478687940282505
Categorical,1349,Processed meat intake,1.409552928502005e-38,1.206523405407062
Integer,1299,Salad / raw vegetable intake,1.620626458644398e-08,0.9565524339947589
Categorical,1478,Salt added to food,9.372626115407591e-10,1.1123392562899086
Categorical,1428,Spread type,5.873840026096694e-28,1.1589929899127906
Integer,1488,Tea intake,2.664238236772088e-06,1.024392914690191
Categorical,1548,Variation in diet,0.0004243782625041284,1.0932421394269236
Integer,1528,Water intake,3.4400474182614195e-19,0.9347659361766046
Categorical,1110,Length of mobile phone use,1.259411480144738e-18,0.9097942857720728
Categorical,2237,Plays computer games,0.001557374976301611,1.0978169602411776
Categorical,1100,Drive faster than motorway speed limit,0.04443268805699487,0.9730536314039007
Categorical,943,Frequency of stair climbing in last 4 weeks,7.53925362401591e-46,0.8452925378735274
Integer,904,Number of days/week of vigorous physical activity 10+ minutes,3.4771399801950385e-08,0.9579623193530822
Integer,1070,Time spent watching television (TV),2.7915650498113763e-106,1.237999195979362
Categorical,6162,Types of transport used (excluding work),0.020617474865811905,0.9645432891552399
Categorical,924,Usual walking pace,1.6054526219153406e-222,0.44657430751698035
Categorical,2129,Answered sexual history questions,1.1837018776154641e-15,1.5050548064146625
Categorical,1220,Daytime dozing / sleeping (narcolepsy),3.729786122101632e-55,1.5897353642606036
Categorical,1170,Getting up in morning,0.001790522596310208,1.0623272325052067
Categorical,1190,Nap during day,3.300975367776964e-138,1.8668205521742585
Integer,1160,Sleep duration,0.031403233856360256,1.0278903099205794
Categorical,1200,Sleeplessness / insomnia,5.403149282317939e-22,1.2220857343375797
Categorical,1210,Snoring,7.275946633286195e-24,0.729659001531719
Categorical,1239,Current tobacco smoking,1.7745703868189396e-19,1.3848371263592028
Categorical,20160,Ever smoked,2.4674640435156244e-88,1.9004313942986253
Categorical,1249,Past tobacco smoking,2.7097230447377215e-90,0.7896517440413429
Categorical,20116,Smoking status,8.855874863148758e-135,1.752108757229437
Categorical,2110,Able to confide,1.5477960673469784e-26,0.9203478810907478
Categorical,1727,Ease of skin tanning,4.434342783407015e-13,0.8957780834282361
Categorical,1757,Facial ageing,8.391431147404394e-10,1.1163282159463799
Integer,2277,Frequency of solarium/sunlamp use,0.00013612814964800022,0.9795706492913365
Categorical,1747,"Hair colour (natural, before greying)",0.00541660700270019,1.0394714150636661
Categorical,2267,Use of sun/uv protection,8.657835652515945e-65,0.7592739702140937
Integer,4079,"Diastolic blood pressure, automated reading",2.2383303406178605e-15,0.9884518951439554
Integer,102,"Pulse rate, automated reading",7.011415767208655e-75,0.975510887988707
Integer,4080,"Systolic blood pressure, automated reading",4.3552585669023705e-17,1.0068599068090094
Integer,96,Time since interview start at which blood pressure screen(s) shown,4.2313157037097935e-177,1.0023905554102606
Continuous,23124,Arm fat mass (left),5.2843125974722604e-08,1.1318340089754904
Continuous,23120,Arm fat mass (right),4.378046070391347e-09,1.1612025303573363
Continuous,23123,Arm fat percentage (left),1.006499840390273e-43,0.977784615930412
Continuous,23119,Arm fat percentage (right),1.637011911947856e-44,0.9771134861972974
Continuous,23125,Arm fat-free mass (left),1.0840567397087372e-239,1.917208936298118
Continuous,23121,Arm fat-free mass (right),1.6302135165420568e-237,1.9334870565787377
Continuous,23126,Arm predicted mass (left),1.6177078357372594e-242,1.9881712946637662
Continuous,23122,Arm predicted mass (right),8.388936652053609e-243,2.017631405900785
Continuous,23099,Body fat percentage,5.793108438525504e-20,0.9824873428263788
Continuous,23104,Body mass index (BMI),1.0711113997783094e-125,1.0865091623391054
Continuous,23110,Impedance of arm (left),8.118597776181926e-280,0.9888330546471827
Continuous,23109,Impedance of arm (right),1.0139265683062631e-278,0.988468969188109
Continuous,23108,Impedance of leg (left),4.4438863955806017e-147,0.9883232927111082
Continuous,23107,Impedance of leg (right),9.512873827166021e-148,0.9883973520043549
Continuous,23106,Impedance of whole body,1.791302512566926e-260,0.9932822981398706
Continuous,23116,Leg fat mass (left),1.1145970994289765e-22,0.9182921154991913
Continuous,23112,Leg fat mass (right),3.672644622861672e-17,0.9310538755481901
Continuous,23115,Leg fat percentage (left),1.980750369854325e-132,0.9624256216338313
Continuous,23111,Leg fat percentage (right),1.0114858094133426e-113,0.9655523370066893
Continuous,23117,Leg fat-free mass (left),1.9736468554124083e-226,1.3016940551407068
Continuous,23113,Leg fat-free mass (right),4.435020559164787e-210,1.286287029046308
Continuous,23118,Leg predicted mass (left),6.468231140633968e-232,1.3244549724531265
Continuous,23114,Leg predicted mass (right),1.0806691437539826e-215,1.3082252421848186
Continuous,23128,Trunk fat mass,2.0358237055873144e-112,1.0729949646839485
Continuous,23127,Trunk fat percentage,3.1893124810453924e-09,1.0121396404759149
Continuous,23129,Trunk fat-free mass,7.853102002330058e-226,1.0926221738857214
Continuous,23130,Trunk predicted mass,1.5935186224815863e-228,1.0962091735175628
Continuous,23098,Weight,2.1646150032152022e-183,1.0304900679722826
Continuous,23100,Whole body fat mass,7.155059779095011e-23,1.0165778032641664
Continuous,23101,Whole body fat-free mass,7.054028045300569e-233,1.04789977526345
Continuous,23102,Whole body water mass,2.0720991962427244e-233,1.0661307110199059
Continuous,21001,Body mass index (BMI),3.68068108915821e-133,1.088342249067579
Continuous,49,Hip circumference,1.398227188606005e-32,1.0205028228719322
Continuous,51,Seated height,3.1588756748753437e-54,1.0339811696386465
Categorical,3077,Seating box height,6.097927299465667e-24,1.0357565556679276
Continuous,20015,Sitting height,6.969034276638062e-46,1.0474421072044298
Continuous,50,Standing height,7.352117601033951e-70,1.0309827825984803
Continuous,48,Waist circumference,0.0,1.054475528320818
Continuous,21002,Weight,4.1658521449138324e-196,1.0312833154306336
Categorical,21,Weight method,4.3064083101770775e-21,1.5799244767776042
Integer,46,Hand grip strength (left),3.310681090810562e-46,1.019708171773571
Integer,47,Hand grip strength (right),6.571964144514006e-42,1.018864988181316
Integer,3061,Acceptability of each blow result,0.01373377226599645,0.9959815971436793
Categorical,3089,Caffeine drink within last hour,3.751925994080889e-05,0.6884928567161576
Categorical,3088,Contra-indications for spirometry,1.1960655520144366e-63,2.2171022180396744
Continuous,3063,Forced expiratory volume in 1-second (FEV1),1.0464731238489126e-15,0.8561146554871597
Continuous,3062,Forced vital capacity (FVC),1.6386284899025278e-06,0.931069841422253
Integer,3137,Number of measurements made,2.6644535113039795e-07,1.202490656727222
Categorical,3059,Result ranking,2.6644535113096345e-07,1.2024906567272367
Categorical,3090,Used an inhaler for chest within last hour,0.002360448463432191,1.7129737807363121
